GEO_ID,NAME,S0801_C01_001E,S0801_C01_001M,S0801_C01_002E,S0801_C01_009E,S0801_C01_010E,S0801_C01_011E,S0801_C01_012E,,,,,
0500000US27153,"Todd County, Minnesota",10914,229,87.9,0.3,3,0,1.5,0.948220065,0.003236246,0.03236246,0,0.01618123
0500000US27155,"Traverse County, Minnesota",1643,72,85,0.5,3.6,0.2,0.9,0.942350333,0.005543237,0.039911308,0.002217295,0.009977827
0500000US27157,"Wabasha County, Minnesota",11094,206,85.8,2.3,4.9,0,0.6,0.916666667,0.02457265,0.052350427,0,0.006410256
0500000US27159,"Wadena County, Minnesota",5924,212,87.6,0.5,4.2,0.3,0.6,0.939914163,0.005364807,0.045064378,0.003218884,0.006437768
0500000US27161,"Waseca County, Minnesota",9081,288,91.3,0.6,1.8,0.1,1.2,0.961052632,0.006315789,0.018947368,0.001052632,0.012631579
0500000US27163,"Washington County, Minnesota",133129,1333,90.5,2.2,1.1,0.2,0.6,0.956659619,0.023255814,0.011627907,0.002114165,0.006342495
0500000US27165,"Watonwan County, Minnesota",5458,205,84.6,0.5,7.3,1,0.2,0.903846154,0.00534188,0.077991453,0.010683761,0.002136752
0500000US27167,"Wilkin County, Minnesota",3188,130,88.5,0.7,2.7,0,0.5,0.957792208,0.007575758,0.029220779,0,0.005411255
0500000US27169,"Winona County, Minnesota",28020,499,85.6,2,6.4,0.9,0.5,0.897274633,0.020964361,0.067085954,0.009433962,0.00524109
0500000US27171,"Wright County, Minnesota",70160,830,91.8,0.7,1.5,0.1,1,0.965299685,0.007360673,0.015772871,0.001051525,0.010515247
0500000US27173,"Yellow Medicine County, Minnesota",4863,154,85.7,0.7,4.4,0.4,0.9,0.930510315,0.007600434,0.047774159,0.004343105,0.009771987
0500000US28001,"Adams County, Mississippi",10199,628,94.7,0.8,0.7,0,0.7,0.977296182,0.008255934,0.007223942,0,0.007223942
0500000US28003,"Alcorn County, Mississippi",14465,590,96.5,0.2,0.6,0,0.6,0.985699694,0.002042901,0.006128703,0,0.006128703
0500000US28005,"Amite County, Mississippi",4290,322,93.4,2.1,1.1,0,1.4,0.953061224,0.021428571,0.01122449,0,0.014285714
0500000US28007,"Attala County, Mississippi",6517,397,92.6,1.2,1,0,4.3,0.934409687,0.012108981,0.010090817,0,0.043390515
0500000US28009,"Benton County, Mississippi",2878,296,95.1,0,0.5,0,2.5,0.96941896,0,0.00509684,0,0.0254842
0500000US28011,"Bolivar County, Mississippi",10590,535,92.9,0.1,2.7,0,1.3,0.957731959,0.001030928,0.027835052,0,0.013402062
0500000US28013,"Calhoun County, Mississippi",5248,285,95.5,0.3,1.2,0,0.8,0.976482618,0.003067485,0.012269939,0,0.008179959
0500000US28015,"Carroll County, Mississippi",3407,280,95.8,0,1.4,0,0,0.985596708,0,0.014403292,0,0
0500000US28017,"Chickasaw County, Mississippi",6644,336,96.2,0,0.8,0,1,0.981632653,0,0.008163265,0,0.010204082
0500000US28019,"Choctaw County, Mississippi",2990,221,94.1,0.3,1.1,0,2.4,0.961184883,0.003064351,0.011235955,0,0.024514811
0500000US28021,"Claiborne County, Mississippi",2469,296,89.3,0.4,3.1,0,2.1,0.940990516,0.004214963,0.032665964,0,0.022128556
0500000US28023,"Clarke County, Mississippi",6148,375,95.9,0,0.7,0.1,2.1,0.970647773,0,0.00708502,0.001012146,0.021255061
0500000US28025,"Clay County, Mississippi",7543,391,93.1,0,1.4,0.3,0.8,0.973849372,0,0.014644351,0.003138075,0.008368201
0500000US28027,"Coahoma County, Mississippi",8135,468,92.9,0.7,3.8,0,0.5,0.948927477,0.007150153,0.038815117,0,0.005107252
0500000US28029,"Copiah County, Mississippi",10231,527,96.1,0.1,1.7,0,0.6,0.975634518,0.001015228,0.017258883,0,0.006091371
0500000US28031,"Covington County, Mississippi",7188,524,96.7,0.6,1.2,0,0.6,0.975782038,0.00605449,0.012108981,0,0.00605449
0500000US28033,"DeSoto County, Mississippi",86409,1117,96.6,0.1,0.2,0,0.6,0.990769231,0.001025641,0.002051282,0,0.006153846
0500000US28035,"Forrest County, Mississippi",31853,942,88.6,0.5,2.4,0.5,6.7,0.897669706,0.005065856,0.024316109,0.005065856,0.067882472
0500000US28037,"Franklin County, Mississippi",2640,225,91.3,0,2.3,0,4.1,0.934493347,0,0.023541453,0,0.0419652
0500000US28039,"George County, Mississippi",8038,515,91.3,1.1,0.9,0,2.3,0.955020921,0.011506276,0.009414226,0,0.024058577
0500000US28041,"Greene County, Mississippi",3771,385,94.5,0,0.6,0,4.2,0.951661631,0,0.006042296,0,0.042296073
0500000US28043,"Grenada County, Mississippi",8107,535,94.8,0.3,1.8,0,2.3,0.955645161,0.003024194,0.018145161,0,0.023185484
0500000US28045,"Hancock County, Mississippi",18889,765,94.1,0.3,0.8,0.6,1.4,0.968106996,0.00308642,0.008230453,0.00617284,0.014403292
0500000US28047,"Harrison County, Mississippi",88572,1550,91.7,0.4,4.3,0.3,1,0.938587513,0.004094166,0.044012282,0.003070624,0.010235415
0500000US28049,"Hinds County, Mississippi",103528,1530,94.8,0.5,1.6,0.1,0.7,0.970317298,0.005117707,0.016376663,0.001023541,0.00716479
0500000US28051,"Holmes County, Mississippi",4694,289,96,0.7,1.3,0,0.4,0.975609756,0.007113821,0.013211382,0,0.004065041
0500000US28053,"Humphreys County, Mississippi",2764,226,94.1,1.2,1.3,0.3,1.7,0.954361055,0.012170385,0.013184584,0.003042596,0.017241379
0500000US28055,"Issaquena County, Mississippi",351,81,94,0.3,4.6,0,0,0.950455005,0.003033367,0.046511628,0,0
0500000US28057,"Itawamba County, Mississippi",9340,506,94.3,0.2,0.7,0.1,1.4,0.975180972,0.002068252,0.007238883,0.001034126,0.014477766
0500000US28059,"Jackson County, Mississippi",60913,1293,96.1,0.1,0.7,0.1,1.3,0.977619532,0.001017294,0.007121058,0.001017294,0.013224822
0500000US28061,"Jasper County, Mississippi",6228,418,96.8,0.1,1.2,0,1.3,0.973843058,0.001006036,0.012072435,0,0.013078471
0500000US28063,"Jefferson County, Mississippi",1824,355,95.3,0,1.9,0,1,0.970468432,0,0.019348269,0,0.010183299
0500000US28065,"Jefferson Davis County, Mississippi",4132,328,95.4,1.2,2.1,0,0.4,0.962663976,0.012108981,0.021190716,0,0.004036327
0500000US28067,"Jones County, Mississippi",27437,961,95.2,0.1,1.4,0,2.2,0.962588473,0.001011122,0.014155713,0,0.022244692
0500000US28069,"Kemper County, Mississippi",3411,454,93.7,0,1.9,0,3.6,0.944556452,0,0.019153226,0,0.036290323
0500000US28071,"Lafayette County, Mississippi",23968,985,91.5,0.7,2.5,0.9,0.8,0.949170124,0.007261411,0.02593361,0.0093361,0.008298755
0500000US28073,"Lamar County, Mississippi",27735,777,91.9,0.1,1,0.1,4.9,0.937755102,0.001020408,0.010204082,0.001020408,0.05
0500000US28075,"Lauderdale County, Mississippi",31570,922,94.2,0,2.4,0,1.8,0.957317073,0,0.024390244,0,0.018292683
0500000US28077,"Lawrence County, Mississippi",4668,313,92.2,0.6,1.3,0,1,0.969505783,0.006309148,0.013669821,0,0.010515247
0500000US28079,"Leake County, Mississippi",8220,538,95.1,0.2,2.1,0,0.9,0.967446592,0.002034588,0.021363174,0,0.009155646
0500000US28081,"Lee County, Mississippi",37701,753,95.8,0.3,0.9,0,0.8,0.979550102,0.003067485,0.009202454,0,0.008179959
0500000US28083,"Leflore County, Mississippi",9070,517,94.6,0.8,1.5,0.2,0,0.974253347,0.008238929,0.015447992,0.002059732,0
0500000US28085,"Lincoln County, Mississippi",12611,627,95.6,0.6,0.5,0,1.4,0.9745158,0.006116208,0.00509684,0,0.014271152
0500000US28087,"Lowndes County, Mississippi",24779,762,94.4,0,0.7,0.3,1.2,0.977225673,0,0.007246377,0.00310559,0.01242236
0500000US28089,"Madison County, Mississippi",51362,880,95.5,0.2,0.7,0.1,1.1,0.978483607,0.00204918,0.007172131,0.00102459,0.011270492
0500000US28091,"Marion County, Mississippi",8559,542,92.8,0.6,0.5,0,4.1,0.946938776,0.006122449,0.005102041,0,0.041836735
0500000US28093,"Marshall County, Mississippi",13883,822,91.4,0.5,1.4,0,1.1,0.968220339,0.00529661,0.014830508,0,0.011652542
0500000US28095,"Monroe County, Mississippi",14220,568,94.4,0.2,0.8,0,0.2,0.987447699,0.00209205,0.008368201,0,0.00209205
0500000US28097,"Montgomery County, Mississippi",3848,291,94.5,0,0,0,1.8,0.981308411,0,0,0,0.018691589
0500000US28099,"Neshoba County, Mississippi",11493,553,93.4,0.3,2.3,0,2.9,0.944388271,0.003033367,0.023255814,0,0.029322548
0500000US28101,"Newton County, Mississippi",8102,466,94.4,0.4,1,0,2.6,0.959349593,0.004065041,0.010162602,0,0.026422764
0500000US28103,"Noxubee County, Mississippi",3882,313,96.2,0,0,0,1.2,0.987679671,0,0,0,0.012320329
0500000US28105,"Oktibbeha County, Mississippi",20249,764,92.1,0.6,2.1,0.2,0.8,0.961377871,0.006263048,0.021920668,0.002087683,0.008350731
0500000US28107,"Panola County, Mississippi",12415,659,95.6,0.1,0.8,0,0.2,0.988624612,0.001034126,0.008273009,0,0.002068252
0500000US28109,"Pearl River County, Mississippi",21171,735,93.8,0,1.2,0,1.5,0.972020725,0,0.012435233,0,0.015544041
0500000US28111,"Perry County, Mississippi",4491,292,90.3,0,1.8,0,5.9,0.921428571,0,0.018367347,0,0.060204082
0500000US28113,"Pike County, Mississippi",13683,631,93.7,0.4,1.4,0,3.2,0.949341439,0.004052685,0.014184397,0,0.032421479
0500000US28115,"Pontotoc County, Mississippi",12949,601,95.8,0.1,0.6,0,2.7,0.965725806,0.001008065,0.006048387,0,0.027217742
0500000US28117,"Prentiss County, Mississippi",9525,483,95.4,0,1,0,1.5,0.974463739,0,0.010214505,0,0.015321757
0500000US28119,"Quitman County, Mississippi",2230,196,94.1,0,2.6,0,0.7,0.966119097,0,0.026694045,0,0.007186858
0500000US28121,"Rankin County, Mississippi",72738,1418,96.3,0,0.5,0,0.8,0.986680328,0,0.005122951,0,0.008196721
0500000US28123,"Scott County, Mississippi",11029,640,96.1,0.8,0.6,0,0.8,0.977619532,0.008138352,0.006103764,0,0.008138352
0500000US28125,"Sharkey County, Mississippi",1475,186,96.3,1.4,1.5,0,0.3,0.967839196,0.014070352,0.015075377,0,0.003015075
0500000US28127,"Simpson County, Mississippi",10529,572,97.1,0,0.8,0,1.4,0.977844914,0,0.008056395,0,0.014098691
0500000US28129,"Smith County, Mississippi",6440,363,91.9,0.8,1.2,0,2.6,0.952331606,0.008290155,0.012435233,0,0.026943005
0500000US28131,"Stone County, Mississippi",7758,516,90.9,0.2,2,0,5.8,0.919110212,0.002022245,0.020222447,0,0.058645096
0500000US28133,"Sunflower County, Mississippi",8015,448,93.8,0.4,2.9,0.1,1.4,0.951318458,0.004056795,0.029411765,0.001014199,0.014198783
0500000US28135,"Tallahatchie County, Mississippi",3813,379,90.9,0,3.6,0.2,0,0.959873284,0,0.038014784,0.002111932,0
0500000US28137,"Tate County, Mississippi",11746,557,95.5,0,1.2,0,1.3,0.974489796,0,0.012244898,0,0.013265306
0500000US28139,"Tippah County, Mississippi",8789,488,94.1,0,1.1,0,0.7,0.981230448,0,0.011470282,0,0.00729927
0500000US28141,"Tishomingo County, Mississippi",7702,448,98.4,0,0.7,0,0.2,0.990936556,0,0.007049345,0,0.002014099
0500000US28143,"Tunica County, Mississippi",4059,312,95.5,0,1.8,0,1.6,0.96562184,0,0.018200202,0,0.016177958
0500000US28145,"Union County, Mississippi",11894,518,98.1,0,0.9,0,0.3,0.987915408,0,0.009063444,0,0.003021148
0500000US28147,"Walthall County, Mississippi",5308,414,94.2,0,0.6,0,1.6,0.977178423,0,0.006224066,0,0.01659751
0500000US28149,"Warren County, Mississippi",19123,676,96.6,0.2,0.9,0.1,1.1,0.976744186,0.002022245,0.009100101,0.001011122,0.011122346
0500000US28151,"Washington County, Mississippi",16833,536,96.6,0,1.3,0,0.9,0.977732794,0,0.013157895,0,0.009109312
0500000US28153,"Wayne County, Mississippi",7858,608,86.7,0.9,1.5,0,3.4,0.937297297,0.00972973,0.016216216,0,0.036756757
0500000US28155,"Webster County, Mississippi",3643,217,94.9,0.4,1.8,0,2,0.957618567,0.004036327,0.018163471,0,0.020181635
0500000US28157,"Wilkinson County, Mississippi",2409,292,95.4,0.2,1.3,0,0,0.984520124,0.002063983,0.013415893,0,0
0500000US28159,"Winston County, Mississippi",7020,363,94.6,0.3,2,0.2,2.2,0.952668681,0.003021148,0.020140987,0.002014099,0.022155086
0500000US28161,"Yalobusha County, Mississippi",5390,340,98.5,0.2,0.5,0,0.4,0.988955823,0.002008032,0.00502008,0,0.004016064
0500000US28163,"Yazoo County, Mississippi",7899,835,96,0,0.8,0,1.2,0.979591837,0,0.008163265,0,0.012244898
0500000US29001,"Adair County, Missouri",10650,441,90.2,0.1,3.1,1.2,0.7,0.946484785,0.001049318,0.032528856,0.012591815,0.007345226
0500000US29003,"Andrew County, Missouri",8268,268,94.4,0,2.2,0.2,0.2,0.973195876,0,0.022680412,0.002061856,0.002061856
0500000US29005,"Atchison County, Missouri",2624,91,90.8,0.2,3.3,0.1,0.9,0.952780693,0.002098636,0.034627492,0.001049318,0.009443861
0500000US29007,"Audrain County, Missouri",10599,370,90.4,0,2.9,0,1.7,0.951578947,0,0.030526316,0,0.017894737
0500000US29009,"Barry County, Missouri",14385,609,90.2,0.2,2.7,0,1.6,0.952481521,0.002111932,0.028511088,0,0.016895459
0500000US29011,"Barton County, Missouri",5174,266,90.3,0.2,2,0,1.9,0.956567797,0.002118644,0.021186441,0,0.020127119
0500000US29013,"Bates County, Missouri",7477,287,86.8,0.5,3,0,1.2,0.94863388,0.005464481,0.032786885,0,0.013114754
0500000US29015,"Benton County, Missouri",6426,312,89.6,0.2,2.3,0.2,1.6,0.954206603,0.002129925,0.024494143,0.002129925,0.017039404
0500000US29017,"Bollinger County, Missouri",4808,234,87.5,1,4.1,0,1.2,0.932835821,0.010660981,0.043710021,0,0.012793177
0500000US29019,"Boone County, Missouri",91335,1348,89,1.1,3.8,0.8,0.9,0.930962343,0.011506276,0.039748954,0.008368201,0.009414226
0500000US29021,"Buchanan County, Missouri",41392,833,93.6,0.9,1.7,0.1,1.3,0.959016393,0.009221311,0.017418033,0.00102459,0.013319672
0500000US29023,"Butler County, Missouri",16817,783,91.8,1.1,2.3,0.3,1.4,0.947368421,0.011351909,0.02373581,0.003095975,0.014447884
0500000US29025,"Caldwell County, Missouri",3784,134,92.2,0,2.9,0,0.8,0.961418144,0,0.030239833,0,0.008342023
0500000US29027,"Callaway County, Missouri",20013,651,93.2,0,0.7,0.1,2.3,0.96780893,0,0.007268951,0.001038422,0.023883697
0500000US29029,"Camden County, Missouri",17995,732,92.2,0.2,1.3,0,1,0.973600845,0.002111932,0.013727561,0,0.010559662
0500000US29031,"Cape Girardeau County, Missouri",36685,993,92.7,0.5,2.7,0.2,0.8,0.956656347,0.005159959,0.027863777,0.002063983,0.008255934
0500000US29033,"Carroll County, Missouri",3638,172,86.9,0,1.8,0,1.5,0.963414634,0,0.019955654,0,0.016629712
0500000US29035,"Carter County, Missouri",2434,236,83.2,0,3.8,0,2.2,0.932735426,0,0.042600897,0,0.024663677
0500000US29037,"Cass County, Missouri",49713,691,93.8,0.1,0.9,0.1,0.6,0.982198953,0.00104712,0.009424084,0.00104712,0.006282723
0500000US29039,"Cedar County, Missouri",5235,339,89.8,0,2.1,0,0.7,0.969762419,0,0.022678186,0,0.007559395
0500000US29041,"Chariton County, Missouri",3130,151,89.8,0,1.5,0.1,1.2,0.969762419,0,0.016198704,0.001079914,0.012958963
0500000US29043,"Christian County, Missouri",39433,902,93.3,0,1,0.1,1.2,0.975941423,0,0.010460251,0.001046025,0.012552301
0500000US29045,"Clark County, Missouri",3247,145,87.1,0,4.1,0,2,0.934549356,0,0.043991416,0,0.021459227
0500000US29047,"Clay County, Missouri",123441,1306,92,0.4,1.2,0.1,0.9,0.972515856,0.00422833,0.012684989,0.001057082,0.009513742
0500000US29049,"Clinton County, Missouri",9360,369,93.5,0.6,0.7,0.1,0.6,0.979057592,0.006282723,0.007329843,0.00104712,0.006282723
0500000US29051,"Cole County, Missouri",37124,706,95,0.5,1,0,1,0.974358974,0.005128205,0.01025641,0,0.01025641
0500000US29053,"Cooper County, Missouri",7584,265,91.2,0.2,2,0.1,1.9,0.955974843,0.002096436,0.020964361,0.001048218,0.019916143
0500000US29055,"Crawford County, Missouri",9217,471,92.8,0.4,1.5,0.3,0.4,0.972746331,0.004192872,0.01572327,0.003144654,0.004192872
0500000US29057,"Dade County, Missouri",2931,143,83.8,0.3,2,0.1,2.5,0.94475761,0.003382187,0.022547914,0.001127396,0.028184893
0500000US29059,"Dallas County, Missouri",6082,408,87.9,0.3,2.9,1.4,2.6,0.924290221,0.003154574,0.030494217,0.014721346,0.027339642
0500000US29061,"Daviess County, Missouri",3428,150,87.9,0,3.8,0.2,2.5,0.931144068,0,0.040254237,0.002118644,0.026483051
0500000US29063,"DeKalb County, Missouri",4231,251,92.3,0,2.8,0.2,1,0.958463136,0,0.029075805,0.002076843,0.010384216
0500000US29065,"Dent County, Missouri",6110,360,92.9,0.3,0.9,0,2.1,0.965696466,0.003118503,0.009355509,0,0.021829522
0500000US29067,"Douglas County, Missouri",4655,316,89.9,0.1,3.9,0.1,1.2,0.944327731,0.00105042,0.040966387,0.00105042,0.012605042
0500000US29069,"Dunklin County, Missouri",11156,422,92.3,0.3,3.4,0.4,0.9,0.948612539,0.003083248,0.034943474,0.004110997,0.009249743
0500000US29071,"Franklin County, Missouri",49677,940,94.1,0.2,1.3,0.1,0.6,0.977154725,0.002076843,0.013499481,0.001038422,0.00623053
0500000US29073,"Gasconade County, Missouri",6799,273,93.7,0.1,2,0.1,0.6,0.970984456,0.001036269,0.020725389,0.001036269,0.006217617
0500000US29075,"Gentry County, Missouri",2986,128,91.4,0.9,4.4,0,0.5,0.940329218,0.009259259,0.04526749,0,0.005144033
0500000US29077,"Greene County, Missouri",135736,1844,91.9,0.7,2.2,0.4,0.7,0.958289885,0.00729927,0.022940563,0.004171011,0.00729927
0500000US29079,"Grundy County, Missouri",4564,206,84.1,1.6,5.8,0.4,1.5,0.900428266,0.017130621,0.062098501,0.004282655,0.016059957
0500000US29081,"Harrison County, Missouri",3723,180,89.8,0.1,3.7,0,2.5,0.934443288,0.001040583,0.038501561,0,0.026014568
0500000US29083,"Henry County, Missouri",8740,355,91.4,0.2,2,0,1,0.966173362,0.002114165,0.021141649,0,0.010570825
0500000US29085,"Hickory County, Missouri",3195,222,90.7,0,1.6,0,3.3,0.94874477,0,0.016736402,0,0.034518828
0500000US29087,"Holt County, Missouri",2045,98,91.5,0.3,4,0,0.8,0.947204969,0.00310559,0.041407867,0,0.008281573
0500000US29089,"Howard County, Missouri",4657,243,87.5,0,3.1,0.2,1.8,0.944924406,0,0.033477322,0.002159827,0.019438445
0500000US29091,"Howell County, Missouri",16452,585,94.8,0.4,0.7,0.1,0.8,0.979338843,0.004132231,0.007231405,0.001033058,0.008264463
0500000US29093,"Iron County, Missouri",3798,202,94,0.1,2.1,0.3,1.2,0.962128966,0.001023541,0.021494371,0.003070624,0.012282497
0500000US29095,"Jackson County, Missouri",338514,2440,90.3,2.1,1.7,0.2,1.1,0.946540881,0.022012579,0.017819706,0.002096436,0.011530398
0500000US29097,"Jasper County, Missouri",55916,958,93.5,0.4,1.6,0.3,0.9,0.966907963,0.004136505,0.016546019,0.003102378,0.009307135
0500000US29099,"Jefferson County, Missouri",108550,1328,95,0.2,0.6,0,0.6,0.985477178,0.002074689,0.006224066,0,0.006224066
0500000US29101,"Johnson County, Missouri",26771,618,89.5,0.1,4.2,0.4,0.8,0.942105263,0.001052632,0.044210526,0.004210526,0.008421053
0500000US29103,"Knox County, Missouri",1554,105,86.6,0,3.4,0,0.7,0.954796031,0,0.037486218,0,0.007717751
0500000US29105,"Laclede County, Missouri",14915,566,93.5,0.1,1.7,0,1.2,0.968911917,0.001036269,0.01761658,0,0.012435233
0500000US29107,"Lafayette County, Missouri",15009,476,91.1,0.1,1.9,0.1,1.2,0.965042373,0.001059322,0.020127119,0.001059322,0.012711864
0500000US29109,"Lawrence County, Missouri",16471,474,90.6,0.1,1.5,0,3,0.951680672,0.00105042,0.015756303,0,0.031512605
0500000US29111,"Lewis County, Missouri",4565,213,85.1,0.6,5.1,0,1.5,0.921993499,0.006500542,0.055254605,0,0.016251354
0500000US29113,"Lincoln County, Missouri",25920,792,95.3,0.1,0.3,0.1,1.1,0.983488132,0.001031992,0.003095975,0.001031992,0.011351909
0500000US29115,"Linn County, Missouri",5434,173,91.3,0,2.5,0,1.7,0.956020942,0,0.02617801,0,0.017801047
0500000US29117,"Livingston County, Missouri",6515,298,90.3,0.4,2,0,1.9,0.954545455,0.00422833,0.021141649,0,0.020084567
0500000US29119,"McDonald County, Missouri",9262,440,93,0,1.3,0.4,1.2,0.969760167,0,0.013555787,0.004171011,0.012513034
0500000US29121,"Macon County, Missouri",6290,241,93.1,0.8,2,0.1,0.8,0.96177686,0.008264463,0.020661157,0.001033058,0.008264463
0500000US29123,"Madison County, Missouri",4984,292,94.8,0.1,0.6,0,1.3,0.979338843,0.001033058,0.006198347,0,0.013429752
0500000US29125,"Maries County, Missouri",3669,246,87.9,0.2,2.9,0,0.9,0.956474429,0.002176279,0.031556039,0,0.009793254
0500000US29127,"Marion County, Missouri",12867,383,91.2,0.2,2.8,0.1,0.8,0.958990536,0.002103049,0.029442692,0.001051525,0.008412198
0500000US29129,"Mercer County, Missouri",1647,90,84.2,0.6,5,0,1.5,0.922234392,0.006571742,0.054764513,0,0.016429354
0500000US29131,"Miller County, Missouri",10537,467,92.6,0.1,2.1,0,1.4,0.962577963,0.001039501,0.021829522,0,0.014553015
0500000US29133,"Mississippi County, Missouri",4612,308,93.7,0.3,3.2,0,0.5,0.959058342,0.003070624,0.032753327,0,0.005117707
0500000US29135,"Moniteau County, Missouri",6589,297,91.8,0.3,1.8,0.7,1.9,0.951295337,0.003108808,0.01865285,0.007253886,0.019689119
0500000US29137,"Monroe County, Missouri",3824,179,92.1,0,1.6,0,1,0.972544879,0,0.016895459,0,0.010559662
0500000US29139,"Montgomery County, Missouri",4944,208,93,0.6,2.7,0.1,0.1,0.96373057,0.006217617,0.027979275,0.001036269,0.001036269
0500000US29141,"Morgan County, Missouri",7310,397,83.6,0.3,3.8,0.9,4.2,0.900862069,0.003232759,0.040948276,0.009698276,0.045258621
0500000US29143,"New Madrid County, Missouri",6493,298,92.4,0.6,2.7,0,0.2,0.96350365,0.006256517,0.028154327,0,0.002085506
0500000US29145,"Newton County, Missouri",26314,628,91.7,0.2,1.4,0.1,1.3,0.968321014,0.002111932,0.014783527,0.001055966,0.013727561
0500000US29147,"Nodaway County, Missouri",10892,385,89.2,0.1,4.4,1,0.6,0.935991605,0.001049318,0.04616999,0.010493179,0.006295908
0500000US29149,"Oregon County, Missouri",4037,241,92.4,0.8,1.2,0,1.2,0.966527197,0.008368201,0.012552301,0,0.012552301
0500000US29151,"Osage County, Missouri",6913,241,93.6,0.3,2.1,0,1.2,0.962962963,0.00308642,0.021604938,0,0.012345679
0500000US29153,"Ozark County, Missouri",3009,197,88.6,0.3,5.5,0,0.4,0.934599156,0.003164557,0.058016878,0,0.004219409
0500000US29155,"Pemiscot County, Missouri",5944,310,95.2,0.4,2.2,0,0.4,0.969450102,0.00407332,0.022403259,0,0.00407332
0500000US29157,"Perry County, Missouri",9030,300,96,0.2,0.6,0,0.4,0.987654321,0.002057613,0.00617284,0,0.004115226
0500000US29159,"Pettis County, Missouri",18299,507,92.3,0.6,1.7,0,0.6,0.969537815,0.006302521,0.017857143,0,0.006302521
0500000US29161,"Phelps County, Missouri",18595,586,91.2,0.6,3.5,0.3,1.8,0.936344969,0.006160164,0.035934292,0.003080082,0.018480493
0500000US29163,"Pike County, Missouri",7495,279,88.8,0.1,2.4,0,1.8,0.953813104,0.001074114,0.025778733,0,0.019334049
0500000US29165,"Platte County, Missouri",52141,790,92.3,0.6,1,0.1,0.9,0.97260274,0.006322445,0.010537408,0.001053741,0.009483667
0500000US29167,"Polk County, Missouri",13871,534,90.6,0.1,2.8,0,0.7,0.961783439,0.001061571,0.029723992,0,0.007430998
0500000US29169,"Pulaski County, Missouri",27841,946,66.1,0.3,9.2,0.3,0.9,0.860677083,0.00390625,0.119791667,0.00390625,0.01171875
0500000US29171,"Putnam County, Missouri",1963,185,91.2,0,1.8,0.1,0.6,0.973319104,0,0.019210245,0.001067236,0.006403415
0500000US29173,"Ralls County, Missouri",4915,213,90.5,0,2,0,0.9,0.968950749,0,0.021413276,0,0.009635974
0500000US29175,"Randolph County, Missouri",10133,345,94.1,0.4,1.7,0.1,0.7,0.970103093,0.004123711,0.017525773,0.001030928,0.007216495
0500000US29177,"Ray County, Missouri",10550,348,94.6,0.5,1.2,0,0.6,0.97626419,0.005159959,0.012383901,0,0.00619195
0500000US29179,"Reynolds County, Missouri",2414,149,89.1,0.1,4.1,0,2.2,0.932984293,0.00104712,0.042931937,0,0.023036649
0500000US29181,"Ripley County, Missouri",4984,306,90.7,0,1.1,0.3,1.2,0.972132905,0,0.011789925,0.003215434,0.012861736
0500000US29183,"St. Charles County, Missouri",205673,1435,92.5,0.2,0.8,0.1,0.7,0.980911983,0.002120891,0.008483563,0.001060445,0.007423118
0500000US29185,"St. Clair County, Missouri",3481,184,85.5,0.1,3.6,0,1.3,0.944751381,0.001104972,0.039779006,0,0.014364641
0500000US29186,"Ste. Genevieve County, Missouri",8592,363,94.8,0,0.6,0.2,0.8,0.98340249,0,0.006224066,0.002074689,0.008298755
0500000US29187,"St. Francois County, Missouri",26721,691,96.1,0.1,1.2,0,0.6,0.980612245,0.001020408,0.012244898,0,0.006122449
0500000US29189,"St. Louis County, Missouri",488952,3089,89.7,2.5,1.5,0.2,0.9,0.946202532,0.026371308,0.015822785,0.002109705,0.009493671
0500000US29195,"Saline County, Missouri",10311,340,92.3,0.8,2,0,1.3,0.95746888,0.008298755,0.020746888,0,0.013485477
0500000US29197,"Schuyler County, Missouri",1814,99,92.2,0.2,1.2,0.2,1.5,0.967471144,0.002098636,0.012591815,0.002098636,0.015739769
0500000US29199,"Scotland County, Missouri",2086,115,81.4,0,1,0.5,0.9,0.971360382,0,0.011933174,0.005966587,0.010739857
0500000US29201,"Scott County, Missouri",16561,568,93.5,0.2,1.7,0.1,0.6,0.972944849,0.002081165,0.017689906,0.001040583,0.006243496
0500000US29203,"Shannon County, Missouri",2860,201,86.3,0.8,1.1,0,2,0.956762749,0.00886918,0.012195122,0,0.022172949
0500000US29205,"Shelby County, Missouri",2918,125,84.3,0,6.6,0,0.8,0.919302072,0,0.071973828,0,0.0087241
0500000US29207,"Stoddard County, Missouri",12283,383,93.5,0.6,1.3,0,0.9,0.970924195,0.00623053,0.013499481,0,0.009345794
0500000US29209,"Stone County, Missouri",11805,534,89.7,0,1.4,0,1,0.973941368,0,0.015200869,0,0.010857763
0500000US29211,"Sullivan County, Missouri",2616,182,90.7,0,1.5,0,1.3,0.970053476,0,0.016042781,0,0.013903743
0500000US29213,"Taney County, Missouri",24056,685,90.4,0.8,1.9,0,1,0.960680128,0.008501594,0.020191286,0,0.010626993
0500000US29215,"Texas County, Missouri",8629,480,91.2,0.3,3.7,0.2,0.5,0.950990615,0.003128259,0.038581856,0.002085506,0.005213764
0500000US29217,"Vernon County, Missouri",9178,392,85.4,0.4,3.1,0,0.8,0.95206243,0.004459309,0.034559643,0,0.008918618
0500000US29219,"Warren County, Missouri",14793,622,94.5,0,0.7,0,1.2,0.980290456,0,0.007261411,0,0.012448133
